127.0.0.1 - - [28/Aug/2017:17:51:18 -0300] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [28/Aug/2017:17:51:47 -0300] "GET /ClientTCP/index.jsp HTTP/1.1" 200 8084
127.0.0.1 - - [28/Aug/2017:17:51:51 -0300] "GET /ClientTCP/img/favicon.ico HTTP/1.1" 404 1106
127.0.0.1 - - [28/Aug/2017:18:02:53 -0300] "GET /ClientTCP/index.jsp HTTP/1.1" 200 8077
127.0.0.1 - - [28/Aug/2017:18:02:54 -0300] "GET /ClientTCP/img/favicon.ico HTTP/1.1" 404 1106
127.0.0.1 - - [28/Aug/2017:18:03:19 -0300] "POST /ClientTCP/index.jsp HTTP/1.1" 200 8077
127.0.0.1 - - [28/Aug/2017:18:03:19 -0300] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [28/Aug/2017:18:03:19 -0300] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [28/Aug/2017:18:03:58 -0300] "POST /ClientTCP/index.jsp HTTP/1.1" 200 8077
127.0.0.1 - - [28/Aug/2017:18:04:22 -0300] "POST /ClientTCP/index.jsp HTTP/1.1" 200 8077
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "POST /ClientTCP/index.jsp HTTP/1.1" 200 8077
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery-migrate-1.0.0.min.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery-1.9.1.min.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/css/bootstrap-responsive.min.css HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/css/style-responsive.css HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery.ui.touch-punch.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery-ui-1.10.0.custom.min.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/modernizr.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/fullcalendar.min.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery.dataTables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery.cookie.js HTTP/1.1" 304 -
127.0.0.1 - - [28/Aug/2017:18:05:23 -0300] "GET /ClientTCP/js/jquery.flot.pie.js HTTP/1.1" 304 -
