127.0.0.1 - - [27/Aug/2017:19:00:26 -0300] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/index.jsp HTTP/1.1" 200 7897
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/css/style.css HTTP/1.1" 200 64775
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/css/bootstrap.min.css HTTP/1.1" 200 105939
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/css/bootstrap-responsive.min.css HTTP/1.1" 200 16849
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/js/jquery-ui-1.10.0.custom.min.js HTTP/1.1" 200 227259
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/css/style-responsive.css HTTP/1.1" 200 8257
127.0.0.1 - - [27/Aug/2017:19:07:08 -0300] "GET /ClientTCP/js/jquery-migrate-1.0.0.min.js HTTP/1.1" 200 6911
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/modernizr.js HTTP/1.1" 200 5541
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.ui.touch-punch.js HTTP/1.1" 200 4593
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/fullcalendar.min.js HTTP/1.1" 200 49962
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.cookie.js HTTP/1.1" 200 1941
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.dataTables.min.js HTTP/1.1" 200 70742
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/bootstrap.min.js HTTP/1.1" 200 28538
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/excanvas.js HTTP/1.1" 200 41784
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.flot.js HTTP/1.1" 200 107204
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.flot.stack.js HTTP/1.1" 200 6968
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.flot.pie.js HTTP/1.1" 200 21932
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.flot.resize.min.js HTTP/1.1" 200 1239
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.cleditor.min.js HTTP/1.1" 200 12047
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.elfinder.min.js HTTP/1.1" 200 134069
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.uniform.min.js HTTP/1.1" 200 7739
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.iphone.toggle.js HTTP/1.1" 200 9922
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.raty.min.js HTTP/1.1" 200 7549
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.noty.js HTTP/1.1" 200 8385
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.imagesloaded.js HTTP/1.1" 200 3354
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.uploadify-3.1.min.js HTTP/1.1" 200 46268
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.gritter.min.js HTTP/1.1" 200 4242
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.masonry.min.js HTTP/1.1" 200 5467
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/custom.js HTTP/1.1" 200 61063
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.chosen.min.js HTTP/1.1" 200 22939
127.0.0.1 - - [27/Aug/2017:19:07:09 -0300] "GET /ClientTCP/js/jquery.knob.modified.js HTTP/1.1" 200 17692
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/js/retina.js HTTP/1.1" 200 1326
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/js/jquery.sparkline.min.js HTTP/1.1" 200 44541
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/js/counter.js HTTP/1.1" 200 1838
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/fullcalendar.css HTTP/1.1" 200 11093
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/jquery-ui-1.8.21.custom.css HTTP/1.1" 200 33247
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/uniform.default.css HTTP/1.1" 200 10598
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/jquery.noty.css HTTP/1.1" 200 2116
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/jquery.cleditor.css HTTP/1.1" 200 1394
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/elfinder.min.css HTTP/1.1" 200 29647
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/chosen.css HTTP/1.1" 200 14185
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/jquery.iphone.toggle.css HTTP/1.1" 200 3867
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/elfinder.theme.css HTTP/1.1" 200 1825
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/glyphicons.css HTTP/1.1" 200 52911
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/noty_theme_default.css HTTP/1.1" 200 8752
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/uploadify.css HTTP/1.1" 200 2452
127.0.0.1 - - [27/Aug/2017:19:07:10 -0300] "GET /ClientTCP/css/font-awesome-ie7.min.css HTTP/1.1" 200 25255
